District,Crop,Soil Type,Rainfall_mm,Temperature_C,Soil_pH,Humidity_%
Bidar,Oilseeds,Black Soil,679,26.959553056435745,6.278966194420194,56
Kodagu,Arecanut,Laterite,1503,27.73638350965684,5.584270559180766,71
Udupi,Coconut,Laterite,1279,30.35248500706204,6.468922873718743,82
Tumkur,Pulses,Red Sandy Loam,627,30.62209640753239,6.74273072945409,58
Kodagu,Pepper,Laterite,1506,24.467514390873212,6.394913240343506,75
Chikkamagalur,Arecanut,Laterite,1768,22.00192699614293,5.668514643459185,73
Bellary,Maize,Laterite,972,23.020985489902024,6.754231323349549,56
Gulbarga,Cotton,Black Soil,707,27.12027850502229,6.04431295291724,67
Raichur,Paddy,Black Soil,912,29.444467318779797,6.421136106963552,67
Shimoga,Arecanut,Laterite,1822,27.495088627054052,6.276403322022103,73
Shimoga,Paddy,Black Soil,960,32.83421126788135,6.847216255997736,79
Dharwad,Cotton,Black Soil,644,25.82735083062241,7.2359705837355985,63
Mandya,Sugarcane,Red Loamy,1187,24.09743868333233,6.992007170754319,79
Kodagu,Coffee,Red Sandy Loam,1567,20.158368463138913,5.767154609452381,71
Tumkur,Groundnut,Red Sandy Loam,693,29.381708892003488,6.387130508971149,69
Dharwad,Paddy,Black Soil,1001,30.810344191003225,6.500358080026316,84
Chikkamagalur,Coffee,Red Sandy Loam,1837,22.565517292614786,5.726399297164589,71
Bellary,Pulses,Red Sandy Loam,627,27.654563660741083,6.715505954621129,56
Koppal,Paddy,Black Soil,1425,24.599651985693374,6.964119529332201,66
Kodagu,Arecanut,Laterite,1398,23.489959506398197,5.985344897134418,74
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Kodagu,Arecanut,Laterite,1730,24.831245337694536,6.103325565644599,81
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Kodagu,Pepper,Laterite,1758,22.200507968230358,6.223731276537943,78
Chikkamagalur,Arecanut,Laterite,1241,25.88057588450539,6.406109080647038,70
Mandya,Paddy,Black Soil,1284,26.252216927366433,6.530407533500055,68
Koppal,Paddy,Black Soil,813,30.76032519556297,6.900063248712954,78
Tumkur,Pulses,Red Sandy Loam,936,25.68517657838381,6.053969761427392,74
Udupi,Coconut,Laterite,2355,28.78328793810666,5.989893744384174,71
Udupi,Arecanut,Laterite,1594,25.33467692178235,6.060209402740945,74
Bidar,Pulses,Red Sandy Loam,693,28.041089011508472,6.749236330602467,56
Bellary,Maize,Laterite,989,22.27433342648434,6.702338434101862,67
Hassan,Pepper,Laterite,1605,23.621493250370285,5.756961583922113,80
Koppal,Paddy,Black Soil,1019,25.872989967784566,5.966790403703417,84
Gulbarga,Pulses,Red Sandy Loam,607,27.192267441895275,6.993226067280549,50
Chikkamagalur,Arecanut,Laterite,1545,26.985294029956638,5.969289910937483,83
Bellary,Cotton,Black Soil,638,32.571505803074395,7.477810988866641,65
Raichur,Pulses,Red Sandy Loam,732,26.657701954979274,6.5120316186914895,53
Koppal,Maize,Laterite,808,23.50182460398619,6.821200203349955,73
Mandya,Sugarcane,Red Loamy,1244,29.822112324103554,6.182197156360691,77
Bellary,Maize,Laterite,906,25.622145036091204,6.243273084470698,74
Raichur,Cotton,Black Soil,902,33.18402647497823,7.485561644368294,55
Gulbarga,Cotton,Black Soil,842,27.741361671919385,6.303985382985647,56
Chikkamagalur,Pepper,Laterite,1424,27.452944185812783,5.031758545603068,81
Kodagu,Arecanut,Laterite,2318,22.25650813675633,6.112311288840397,83
Mandya,Paddy,Black Soil,1075,30.815660148640738,5.840501949007631,72
Hassan,Coffee,Red Sandy Loam,1782,24.623296497192513,5.574236311945255,79
Kodagu,Coffee,Red Sandy Loam,1996,19.929654197024185,5.252211628842121,73
Hassan,Paddy,Black Soil,1127,32.832741496502976,6.006633980698344,84
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Belagavi,Sugarcane,Red Loamy,1004,29.40151532409299,6.949968261654916,73
Mandya,Sugarcane,Red Loamy,1046,26.278849047686077,6.036360388533584,73
Koppal,Pulses,Red Sandy Loam,840,23.02534538112644,6.612592808275877,70
Bellary,Maize,Laterite,701,23.995006303967138,6.890666675891907,65
Kodagu,Arecanut,Laterite,1724,23.16393157798261,6.337330153933041,77
Mysore,Paddy,Black Soil,827,27.91321380392845,5.801150093589003,73
Hassan,Coffee,Red Sandy Loam,1983,21.89157289352838,5.937825587979279,77
Belagavi,Cotton,Black Soil,758,30.534295611637276,6.04778514379239,57
Hassan,Coffee,Red Sandy Loam,1671,20.961183346803335,5.106732883823872,81
Koppal,Pulses,Red Sandy Loam,719,30.579519454023362,6.3913780933637465,67
Hassan,Pepper,Laterite,1252,23.681298441943426,5.079680936298502,77
Shimoga,Paddy,Black Soil,1346,32.1125994710631,6.750874900691556,84
Raichur,Pulses,Red Sandy Loam,739,26.1156377190103,6.518808312084354,73
Kodagu,Coffee,Red Sandy Loam,1551,21.236847063574906,5.668216524625018,77
Mysore,Paddy,Black Soil,1249,24.190730216050675,5.841236336303593,77
Mysore,Sugarcane,Red Loamy,1106,30.882961098243847,6.81320626395925,66
Dharwad,Paddy,Black Soil,903,27.956901606532483,6.169430002711527,80
Hassan,Paddy,Black Soil,1163,26.253990615782435,6.836582790762732,71
Belagavi,Sugarcane,Red Loamy,1206,24.77240382878196,6.020134372680191,68
Raichur,Cotton,Black Soil,967,30.200195462895238,7.019967822976142,69
Bidar,Oilseeds,Black Soil,843,29.73947560702603,6.762653489911484,68
Hassan,Pepper,Laterite,1634,25.58757656091898,5.317698932872322,72
Dharwad,Maize,Laterite,943,23.641462667161285,6.788551842008257,61
Kodagu,Coffee,Red Sandy Loam,2480,22.041811822413393,6.276811078167116,84
Bellary,Maize,Laterite,1021,29.126614028594147,6.976490034044249,60
Raichur,Paddy,Black Soil,960,30.348425036826754,5.937366575139896,74
Chikkamagalur,Coffee,Red Sandy Loam,2488,20.083178869960573,5.027684628564534,82
Koppal,Paddy,Black Soil,1168,31.113667282946892,5.7906083995372155,76
Belagavi,Maize,Laterite,992,26.713067225248306,6.647669356120826,57
Mysore,Paddy,Black Soil,1227,30.957811274554007,5.999009479795486,65
Tumkur,Groundnut,Red Sandy Loam,705,25.712056905390995,6.475526521626193,53
Chikkamagalur,Arecanut,Laterite,2382,23.038097867970116,6.2500613241443475,80
Raichur,Paddy,Black Soil,1297,26.902007611663684,6.889213949894396,76
Dharwad,Cotton,Black Soil,915,31.662701369208477,6.353466059132133,63
Udupi,Arecanut,Laterite,1946,24.16850392112291,5.804246311486585,70
Raichur,Paddy,Black Soil,1450,31.407787761061925,5.562959089365259,69
Tumkur,Pulses,Red Sandy Loam,849,25.603211376915628,6.813143390299336,59
Chikkamagalur,Coffee,Red Sandy Loam,1941,18.709063797996645,6.383346304758095,79
Udupi,Paddy,Black Soil,1204,27.2441672623433,6.145632862131951,79
Hassan,Coffee,Red Sandy Loam,1525,24.6314391295441,5.1634999847944645,78
Bellary,Cotton,Black Soil,861,25.98657376732809,6.928639642906679,60
Kodagu,Pepper,Laterite,1466,23.89957809047588,6.015786085508983,71
Bidar,Oilseeds,Black Soil,846,30.992830368529688,6.359070779043151,55
Hassan,Pepper,Laterite,1935,26.836492992369564,5.418897917061485,83
Mysore,Sugarcane,Red Loamy,1221,29.707695586931997,6.005366316900047,78
Shimoga,Coconut,Laterite,1710,29.162556666700933,5.917387127700547,71
Tumkur,Ragi,Red Sandy Loam,812,23.542422357412853,5.889368010381401,57
Udupi,Coconut,Laterite,2331,24.6426949325559,6.290166386893462,82
Mysore,Paddy,Black Soil,848,26.28417878300393,6.133718125842115,70
Dharwad,Paddy,Black Soil,1401,27.72661043191035,5.84909536280508,79
Belagavi,Maize,Laterite,845,27.696507371273366,6.579961980535111,56
Chikkamagalur,Pepper,Laterite,1819,26.718204315770187,5.37508513776523,75
Shimoga,Coconut,Laterite,1869,27.219561107548742,6.239503454906083,78
Gulbarga,Pulses,Red Sandy Loam,763,31.05078127794481,6.434607653867253,73
Gulbarga,Cotton,Black Soil,671,30.20991388649357,6.731397657074341,53
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Belagavi,Sugarcane,Red Loamy,1067,27.76277806970507,6.476031125400385,64
Mysore,Sugarcane,Red Loamy,1181,30.155166214726417,6.235063943644379,66
Gulbarga,Cotton,Black Soil,719,25.57571865302797,7.166168442380116,50
Mandya,Paddy,Black Soil,837,28.03267636423471,6.019262615959193,68
Mysore,Paddy,Black Soil,891,32.73540061071713,6.332397466561515,79
Shimoga,Coconut,Laterite,2010,27.948002912580932,5.678398251928581,82
Belagavi,Cotton,Black Soil,714,32.768603268982815,7.182872647662706,59
Mysore,Paddy,Black Soil,1482,32.040991188386386,5.791229044927824,76
Hassan,Coffee,Red Sandy Loam,1730,22.333494592269826,5.969602604998699,77
Shimoga,Arecanut,Laterite,1785,24.66431388290715,5.899962124583938,77
Bellary,Cotton,Black Soil,637,27.78713715141149,6.238279037915934,66
Koppal,Pulses,Red Sandy Loam,950,30.17795680979419,6.567840960551721,60
Koppal,Pulses,Red Sandy Loam,768,29.937174257852124,6.785202867912825,62
Mandya,Sugarcane,Red Loamy,1285,27.062342648639273,6.23591030111459,63
Udupi,Coconut,Laterite,1749,27.838170862259023,6.24573831504119,74
Tumkur,Pulses,Red Sandy Loam,637,25.46110987094115,6.746726437201032,56
Koppal,Paddy,Black Soil,867,25.37475388500855,5.624390728764589,78
Udupi,Paddy,Black Soil,961,29.939696500217188,6.600190408011738,71
Dharwad,Paddy,Black Soil,1433,30.836056505225173,6.779475953545205,66
Bellary,Pulses,Red Sandy Loam,882,24.55410420851843,6.613527884163573,63
Tumkur,Groundnut,Red Sandy Loam,624,24.008178396755582,6.6001819443143255,68
Raichur,Pulses,Red Sandy Loam,944,25.27250307905817,6.289737600528889,63
Raichur,Cotton,Black Soil,701,25.202362326399506,6.785989751197,62
Bidar,Pulses,Red Sandy Loam,956,31.74031224972064,6.911454003454839,71
Chikkamagalur,Pepper,Laterite,1310,23.07471570494173,5.1548882141541235,72
Koppal,Maize,Laterite,749,26.985178938687653,6.840553356751264,73
Gulbarga,Jowar,Black Soil,809,27.483489031216283,6.441973354593751,68
Udupi,Paddy,Black Soil,946,30.72966347077523,5.8785010066198415,75
Bidar,Pulses,Red Sandy Loam,968,30.48752700565235,6.0099597412043035,59
Shimoga,Arecanut,Laterite,1212,24.574773081610562,5.746477909576736,73
Mandya,Sugarcane,Red Loamy,902,28.897329765785166,6.249818382890702,61
Raichur,Cotton,Black Soil,878,25.350649490187187,6.055880820921294,68
Mysore,Paddy,Black Soil,1288,26.86208734332868,6.6944502789514955,73
Gulbarga,Jowar,Black Soil,872,29.70425165100083,6.410254298744561,66
Kodagu,Coffee,Red Sandy Loam,1572,24.242074647363822,5.495167696782862,74
Bellary,Cotton,Black Soil,835,33.612863327547636,6.335859302870221,57
Kodagu,Pepper,Laterite,1226,27.241357613635678,5.648406931682253,83
Koppal,Pulses,Red Sandy Loam,986,26.45458688370934,6.714071176142335,70
Mysore,Paddy,Black Soil,1371,30.829147284338816,6.929666627922895,84
Raichur,Cotton,Black Soil,620,28.30632954859542,6.135477840448609,54
Shimoga,Arecanut,Laterite,2426,22.531283362981863,5.670860199386465,78
Mandya,Paddy,Black Soil,1054,32.57765491759923,6.798144107624029,83
Raichur,Pulses,Red Sandy Loam,965,26.018987079559665,6.575719305331204,56
Belagavi,Sugarcane,Red Loamy,926,29.680234781401833,6.030035301779559,77
Belagavi,Sugarcane,Red Loamy,1250,24.728094455060138,6.346554206920589,72
Tumkur,Ragi,Red Sandy Loam,790,25.472568654527844,6.42852207504243,65
Koppal,Maize,Laterite,841,25.678808647203457,6.19199195023079,58
Bidar,Pulses,Red Sandy Loam,642,31.764827762008707,6.901838316441671,65
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Bellary,Cotton,Black Soil,985,30.538360825022206,6.794662372885198,59
Shimoga,Paddy,Black Soil,1349,26.024550394893303,6.816748251835183,70
Belagavi,Sugarcane,Red Loamy,1256,27.273150303340977,6.3810317236433445,65
Raichur,Pulses,Red Sandy Loam,813,27.477399094691368,6.609568533898464,51
Dharwad,Maize,Laterite,1189,23.667069432070605,6.661303962286866,67
Koppal,Pulses,Red Sandy Loam,631,24.077492730121904,6.6487469372366546,63
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Gulbarga,Jowar,Black Soil,562,26.05124474406627,7.395716387945503,54
Udupi,Paddy,Black Soil,827,31.868669041999567,5.701788238433776,67
Belagavi,Cotton,Black Soil,766,26.097829536704044,6.859541940347583,69
Kodagu,Arecanut,Laterite,1711,27.71478620321764,5.555578672947935,81
Koppal,Maize,Laterite,1130,27.939660513708453,6.219882989707349,59
Koppal,Paddy,Black Soil,904,32.388921289115,6.575895288036891,68
Kodagu,Arecanut,Laterite,2017,29.154423146549185,5.97519771945695,79
Shimoga,Arecanut,Laterite,1989,29.131630985157994,6.347681197962217,71
Udupi,Paddy,Black Soil,966,31.442541225756997,6.76663949968013,71
Shimoga,Paddy,Black Soil,910,32.411022652889535,6.148175763423842,74
Bellary,Pulses,Red Sandy Loam,980,27.648183139601972,6.4705050789923275,59
Mandya,Sugarcane,Red Loamy,1105,27.555150551326157,6.883415472761023,68
Hassan,Paddy,Black Soil,1047,24.62781311080809,6.120209896182953,71
Tumkur,Groundnut,Red Sandy Loam,680,25.452063692971965,6.013981712971365,56
Shimoga,Coconut,Laterite,2307,28.539887022268772,6.450712749997362,75
Tumkur,Ragi,Red Sandy Loam,658,24.82301880403467,5.643060682204708,66
Mandya,Paddy,Black Soil,1409,28.103243433199026,5.606810076311849,82
Bellary,Pulses,Red Sandy Loam,915,22.683483714481948,6.955098556165686,63
Hassan,Coffee,Red Sandy Loam,2256,18.57161104487538,5.0486902126434146,76
Shimoga,Arecanut,Laterite,2440,23.063988696597114,5.522366534494429,72
Mandya,Sugarcane,Red Loamy,1098,24.52004391528645,6.553318637488913,78
Hassan,Paddy,Black Soil,961,30.550507463214345,5.640864947246545,82
Kodagu,Arecanut,Laterite,2058,27.998023029576306,5.636252014056382,78
Dharwad,Cotton,Black Soil,869,27.851331751807088,6.293133879957524,64
Kodagu,Pepper,Laterite,1961,23.386533532807412,5.7635051682239276,79
Dharwad,Paddy,Black Soil,1015,27.55166162915429,6.058703408368163,72
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Tumkur,Ragi,Red Sandy Loam,898,28.388327322256696,6.356568196489899,62
Bellary,Maize,Laterite,751,23.79800030541886,6.195174615040006,74
Mandya,Paddy,Black Soil,1111,28.06391724875751,6.369416348842426,76
Shimoga,Coconut,Laterite,1368,28.123979807815925,5.7614929037276195,79
Dharwad,Cotton,Black Soil,843,31.513361058002054,6.231113598709626,63
Chikkamagalur,Coffee,Red Sandy Loam,2096,23.67916346705163,5.071798398359161,74
Tumkur,Ragi,Red Sandy Loam,776,28.36229635837778,6.130779733104932,50
Bidar,Cotton,Black Soil,925,29.824514703811175,6.89602395146678,65
Mysore,Paddy,Black Soil,1003,31.998717642764777,5.90500306717087,79
Kodagu,Coffee,Red Sandy Loam,1771,19.313181924472016,5.663764221993843,83
Kodagu,Pepper,Laterite,1263,24.89053497837389,5.476318486483007,80
Tumkur,Pulses,Red Sandy Loam,897,28.32593268304997,6.232265725797525,70
Dharwad,Cotton,Black Soil,756,32.866525160763466,6.50840432990554,54
Bellary,Maize,Laterite,828,23.386985254060065,6.340876539583936,61
Shimoga,Arecanut,Laterite,1605,24.809736157107906,6.337239999515459,80
Dharwad,Paddy,Black Soil,1478,29.920955418028782,5.595866981423711,83
Shimoga,Arecanut,Laterite,2034,26.76741449693387,6.144365700492568,79
Tumkur,Groundnut,Red Sandy Loam,762,30.6656756552821,6.705619804180144,60
Chikkamagalur,Pepper,Laterite,1948,26.33349146850556,6.083031715040043,79
Koppal,Maize,Laterite,1006,29.637100106880446,6.128577260796878,70
Dharwad,Cotton,Black Soil,624,25.256322498844227,7.387121213796543,58
Mysore,Paddy,Black Soil,926,25.09460601612085,6.04508871914819,82
Gulbarga,Cotton,Black Soil,864,30.749534932296413,7.334896583835147,64
Belagavi,Cotton,Black Soil,959,29.713681101729975,7.302942255765542,68
Bidar,Pulses,Red Sandy Loam,813,30.553144643629384,6.587415163792667,67
Koppal,Maize,Laterite,1002,22.429027122971593,6.500969301858868,63
Gulbarga,Pulses,Red Sandy Loam,831,26.492958208962545,6.287109110927569,54
Mandya,Paddy,Black Soil,835,31.326602153561403,6.40916439977946,66
Bellary,Cotton,Black Soil,803,26.081459423371985,6.759751801555388,67
Chikkamagalur,Arecanut,Laterite,1628,27.1660765722455,6.346003423397397,71
Dharwad,Cotton,Black Soil,807,34.99329921493086,7.485398459593393,51
Dharwad,Maize,Laterite,1040,23.980951097591245,6.833539631543774,57
Mysore,Sugarcane,Red Loamy,1031,24.651421509655485,6.653760553309089,62
Belagavi,Cotton,Black Soil,747,30.136526718213297,7.041812961055911,68
Bellary,Cotton,Black Soil,665,32.31607944368524,6.3853467090668445,62
Gulbarga,Cotton,Black Soil,757,33.42787246113929,6.722309171544862,61
Mandya,Sugarcane,Red Loamy,1140,27.95694412088026,6.197974497018611,66
Tumkur,Groundnut,Red Sandy Loam,815,29.343784486577476,6.538194371684403,69
Belagavi,Cotton,Black Soil,859,29.117820274857745,6.710712652440208,57
Bidar,Cotton,Black Soil,930,26.80018045050807,6.650409050114303,57
Tumkur,Groundnut,Red Sandy Loam,714,24.613818975425648,6.106388405414077,56
Shimoga,Arecanut,Laterite,2365,25.720988793182237,6.470977191589147,83
Koppal,Pulses,Red Sandy Loam,835,26.81018779800462,6.414447935035479,67
Chikkamagalur,Pepper,Laterite,1305,26.83006779449034,5.345128862630003,73
Raichur,Pulses,Red Sandy Loam,794,24.08888892714843,6.775146077728595,56
Koppal,Paddy,Black Soil,1019,31.724784964563433,6.221111368614584,77
Dharwad,Maize,Laterite,1065,24.59015180534373,6.965994494557463,65
Mandya,Paddy,Black Soil,810,24.523204119241456,6.893674529036988,79
Udupi,Arecanut,Laterite,1547,24.084447727891593,6.046916292782221,73
Shimoga,Paddy,Black Soil,1130,32.51248054004283,6.888610948662128,69
Dharwad,Cotton,Black Soil,965,33.310363132726856,6.99150044823128,62
Chikkamagalur,Coffee,Red Sandy Loam,1775,25.176379105681526,6.389237495788802,83
Dharwad,Cotton,Black Soil,765,31.57494229984942,6.2919288814868475,66
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Chikkamagalur,Coffee,Red Sandy Loam,2483,25.381451472052895,5.00400225201393,79
Gulbarga,Jowar,Black Soil,807,26.535709229584015,7.056426404818913,53
Mysore,Sugarcane,Red Loamy,1036,28.488957934301947,6.450338181371487,67
Bellary,Maize,Laterite,854,26.570911757353258,6.253729199457117,60
Bidar,Oilseeds,Black Soil,607,30.79375315755284,6.480266925665627,58
Hassan,Pepper,Laterite,1570,26.19194188048744,5.385765704036641,75
Udupi,Arecanut,Laterite,1689,26.047724504160023,5.722353019210314,80
Kodagu,Pepper,Laterite,1818,27.218141207557274,6.01383783306244,71
Tumkur,Groundnut,Red Sandy Loam,747,25.925381998762294,6.877158604266139,64
Hassan,Paddy,Black Soil,1460,32.31670024764843,6.505623271988435,74
Raichur,Pulses,Red Sandy Loam,750,29.02782877165975,6.042005767418812,69
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Bidar,Cotton,Black Soil,729,33.42457727710787,6.698915926394977,50
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Chikkamagalur,Pepper,Laterite,1776,22.014727518663065,5.623566963724772,81
Shimoga,Arecanut,Laterite,1532,29.561518089016054,6.108504612970787,81
Belagavi,Sugarcane,Red Loamy,1065,28.595427864025154,7.043460323578404,68
Koppal,Pulses,Red Sandy Loam,640,25.111669647714358,6.490358035165188,71
Kodagu,Coffee,Red Sandy Loam,2029,23.995574303470924,5.809022307261319,74
Koppal,Pulses,Red Sandy Loam,929,26.493430525018216,6.422292112835832,57
Bidar,Pulses,Red Sandy Loam,879,23.08150756023666,6.251598969764825,55
Raichur,Cotton,Black Soil,870,25.334030065774343,6.136626622320077,55
Koppal,Pulses,Red Sandy Loam,712,24.676667597694426,6.911596886560274,68
Koppal,Maize,Laterite,925,24.40181689233109,6.531109422544155,58
Chikkamagalur,Coffee,Red Sandy Loam,2210,19.05058599811454,6.228746750144344,81
Chikkamagalur,Coffee,Red Sandy Loam,1706,21.05296835341283,5.927056287015436,76
Mysore,Paddy,Black Soil,1287,30.924929954409865,5.657862847116479,72
Mandya,Sugarcane,Red Loamy,1290,30.356418355373645,6.060019695802686,73
Kodagu,Arecanut,Laterite,1982,24.516140577672843,6.200187560830456,77
Bidar,Pulses,Red Sandy Loam,778,31.893332868282755,6.272547647893029,69
Bellary,Pulses,Red Sandy Loam,718,25.62178757558146,6.734124543656969,64
Raichur,Pulses,Red Sandy Loam,986,22.241118393263978,6.897763577519188,65
Udupi,Coconut,Laterite,2162,27.46898069521339,6.069511869344421,82
Bellary,Cotton,Black Soil,951,34.35545539511766,7.424848475746474,53
Bidar,Oilseeds,Black Soil,803,26.96851787842825,6.634227998813615,60
Gulbarga,Pulses,Red Sandy Loam,989,28.43554466956419,6.902176159977484,63
Mysore,Paddy,Black Soil,1141,31.795158770630845,6.613630767807098,74
Gulbarga,Cotton,Black Soil,605,28.823261645602404,6.670479435212127,59
Hassan,Paddy,Black Soil,950,25.04762566049171,5.806683072129095,78
Bidar,Oilseeds,Black Soil,633,25.279703339741232,6.014228223729166,56
Tumkur,Ragi,Red Sandy Loam,871,26.876040979595448,5.867832224320956,67
Chikkamagalur,Pepper,Laterite,1652,27.65829286382572,5.269450739558211,82
Belagavi,Maize,Laterite,863,24.017561291423345,6.324750608967202,66
Chikkamagalur,Arecanut,Laterite,1367,24.80005571448544,6.080332190257909,70
Bidar,Oilseeds,Black Soil,711,29.007464294789656,6.416849239493402,50
Bellary,Maize,Laterite,1031,27.547735247712218,6.940401372262185,74
Raichur,Pulses,Red Sandy Loam,866,31.76971054626261,6.64212914686426,64
Gulbarga,Jowar,Black Soil,745,27.06071058936736,6.488745029906092,68
Kodagu,Pepper,Laterite,1769,23.700386167423563,5.960135594879255,79
Gulbarga,Jowar,Black Soil,803,24.503006256915903,6.933838204982466,55
Kodagu,Coffee,Red Sandy Loam,1702,24.26910641718269,5.452758680371273,71
Belagavi,Maize,Laterite,960,26.851662204348365,6.7553389295039725,68
Bidar,Oilseeds,Black Soil,797,30.213120594980985,6.228330836593311,65
Mysore,Paddy,Black Soil,1195,30.393488826944683,6.491695880238575,77
Udupi,Paddy,Black Soil,975,30.01140361910168,6.14412818027838,67
Mandya,Sugarcane,Red Loamy,1205,24.815470443060867,6.740359189903471,67
Hassan,Paddy,Black Soil,1241,30.323643956912868,6.914158001657915,79
Dharwad,Paddy,Black Soil,976,29.918344490194894,6.752002782684558,77
Chikkamagalur,Pepper,Laterite,1950,24.768407144953457,5.69413991134096,75
Koppal,Pulses,Red Sandy Loam,861,24.309663482160317,6.874251876684336,68
Shimoga,Coconut,Laterite,1916,30.186432320915003,5.974372639974619,74
Udupi,Coconut,Laterite,1245,30.817713653783834,6.053773954294438,84
Tumkur,Ragi,Red Sandy Loam,808,29.213933408325136,5.8285090543378635,50
Tumkur,Groundnut,Red Sandy Loam,848,27.19865967480164,6.034044506200265,57
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Shimoga,Coconut,Laterite,2150,26.00713901083081,6.093797459415425,81
Udupi,Paddy,Black Soil,1389,29.72877278472585,6.8223166756088975,71
Kodagu,Coffee,Red Sandy Loam,1621,24.104484830104333,5.99653092898908,76
Hassan,Pepper,Laterite,1244,24.6176539338374,5.066316115903551,81
Chikkamagalur,Pepper,Laterite,1441,23.57490672829886,5.36796574697897,73
Mysore,Paddy,Black Soil,1159,26.000619484465993,5.580120644874323,84
Koppal,Maize,Laterite,906,26.901776415534055,6.225579944161095,56
Bellary,Cotton,Black Soil,898,33.531453165585916,6.381053097671263,58
Tumkur,Ragi,Red Sandy Loam,734,27.314754331717715,5.714052456227434,53
Gulbarga,Cotton,Black Soil,959,26.16053459384569,6.03466027918122,69
Tumkur,Pulses,Red Sandy Loam,648,23.42286218610936,6.708478253136835,70
Hassan,Pepper,Laterite,1215,22.35137626312287,5.21383438570241,78
Koppal,Pulses,Red Sandy Loam,712,28.64334844462278,6.130648831696648,66
Bellary,Pulses,Red Sandy Loam,968,27.790725276859945,6.231901121768915,54
Tumkur,Ragi,Red Sandy Loam,697,24.509882070757232,5.942589023324459,52
Mandya,Paddy,Black Soil,1101,31.4375889637017,5.892893867272344,80
Raichur,Paddy,Black Soil,944,28.526046701463773,6.194677050925676,66
Udupi,Coconut,Laterite,2378,31.334998631390555,6.350802601649513,81
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Belagavi,Sugarcane,Red Loamy,1028,24.923420485634143,6.656896145771056,68
Bidar,Cotton,Black Soil,909,32.24458377009339,6.277902033228881,53
Kodagu,Arecanut,Laterite,1290,28.394127727679745,5.633388617093259,84
Udupi,Arecanut,Laterite,1302,28.009186942580662,6.089779600778078,76
Dharwad,Cotton,Black Soil,731,32.584557473091266,6.5577044869118035,64
Chikkamagalur,Pepper,Laterite,1237,24.51803375294361,6.472065656489292,74
Mandya,Paddy,Black Soil,1447,32.39666293710371,5.8627794205971195,74
Bidar,Pulses,Red Sandy Loam,819,31.17524727230348,6.450124272635239,63
Chikkamagalur,Coffee,Red Sandy Loam,2279,19.82240604570285,5.299025193417029,71
Udupi,Paddy,Black Soil,1193,29.445643366626904,6.532943934850815,65
Bellary,Cotton,Black Soil,827,30.98141065370533,6.654374867564725,51
Chikkamagalur,Coffee,Red Sandy Loam,2471,20.493208804877213,6.485892470315985,83
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Belagavi,Sugarcane,Red Loamy,1298,29.864193718909263,6.403815086813433,72
Bellary,Cotton,Black Soil,894,29.525645034355826,7.321796009333461,55
Udupi,Arecanut,Laterite,1236,27.036082577221197,5.988706168391602,78
Hassan,Coffee,Red Sandy Loam,2479,20.375560767628578,6.187232573517136,75
Bellary,Pulses,Red Sandy Loam,792,26.15916532932716,6.305381481968464,56
Tumkur,Groundnut,Red Sandy Loam,867,28.241980210929942,6.704085668642335,59
Mandya,Paddy,Black Soil,1370,28.770796472229815,6.746986106927874,72
Mandya,Sugarcane,Red Loamy,1150,24.062077186699398,6.7129394648482625,79
Tumkur,Groundnut,Red Sandy Loam,836,27.715223250565167,6.817498256525667,64
Kodagu,Pepper,Laterite,1631,27.33979521248009,6.178700697781961,80
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Bidar,Pulses,Red Sandy Loam,638,26.439166980465398,6.484213065759791,73
Chikkamagalur,Coffee,Red Sandy Loam,1698,21.316960499171824,5.026556667609856,82
Koppal,Paddy,Black Soil,831,26.49791993368222,6.283574958140103,84
Bellary,Pulses,Red Sandy Loam,667,25.64290754673579,6.230550649070366,61
Koppal,Paddy,Black Soil,966,24.73069008345388,6.440707591091677,73
Shimoga,Arecanut,Laterite,1294,22.256958048542515,5.63339923517749,76
Dharwad,Cotton,Black Soil,802,25.585908877101353,6.323222974178362,58
Kodagu,Coffee,Red Sandy Loam,2309,19.46130439085611,5.914803102478307,76
Shimoga,Arecanut,Laterite,2236,28.631176895807023,6.103417578472284,81
